Date,Team,Opp,Score,FPts,Min,G,KP,AT,SOT,TkW,DIS,YC,RC,ACNC,Int,CLR,CoS,BS,AER,PKM,PKD,OG,GAO,CS,player_id,player_name,injured,GA,Sv,PKS,HCS,Sm
2026-02-09,BRF,ARS,TBD,,,,,,,,,,,,,,,,,,,,,,062p3,Keane Lewis-Potter,Available,,,,,
2026-02-06,LEE,NOT,W 3-1,26,90,0,4,2,1,0,0,0,0,1,1,2,1,1,0,0,0,0,1,0,06v01,Ilia Gruev,,,,,,
2026-01-31,LEE,ARS,L 0-4,0,45,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,2,0,06v01,Ilia Gruev,,,,,,
2026-01-26,LEE,@EVE,T 1-1,-0.5,65,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,06v01,Ilia Gruev,,,,,,
2026-01-17,LEE,FUL,W 1-0,5,80,0,1,0,0,0,1,0,0,0,1,1,0,0,3,0,0,0,0,1,06v01,Ilia Gruev,,,,,,
2026-01-07,LEE,@NEW,L 3-4,17,88,0,2,1,0,2,0,0,0,0,3,1,2,0,0,0,0,0,3,0,06v01,Ilia Gruev,,,,,,
2026-01-04,LEE,MUN,T 1-1,3,79,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,06v01,Ilia Gruev,,,,,,
2026-01-01,LEE,@LIV,T 0-0,6,88,0,0,0,0,0,0,0,0,0,1,1,3,0,2,0,0,0,0,1,06v01,Ilia Gruev,,,,,,
2025-12-20,LEE,CRY,W 4-1,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,06v01,Ilia Gruev,,,,,,
2025-12-06,LEE,LIV,T 3-3,1.5,64,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,06v01,Ilia Gruev,,,,,,
2025-12-03,LEE,CHE,W 3-1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06v01,Ilia Gruev,,,,,,
2025-11-29,LEE,@MCI,L 2-3,9,90,0,2,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,3,0,06v01,Ilia Gruev,,,,,,
2025-10-24,LEE,WHU,W 2-1,-1,17,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,06v01,Ilia Gruev,,,,,,
2025-09-20,LEE,@WOL,W 3-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06v01,Ilia Gruev,,,,,,
2025-08-30,LEE,NEW,T 0-0,6.5,90,0,0,0,0,3,0,0,0,0,2,1,0,0,1,0,0,0,0,1,06v01,Ilia Gruev,,,,,,
2025-08-23,LEE,@ARS,L 0-5,3,90,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,5,0,06v01,Ilia Gruev,,,,,,
2025-08-18,LEE,EVE,W 1-0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,06v01,Ilia Gruev,,,,,,
2026-02-09,LEE,@CHE,TBD,,,,,,,,,,,,,,,,,,,,,,06v01,Ilia Gruev,Available,,,,,
2026-02-07,BUR,WHU,L 0-2,5,90,0,1,0,0,2,1,0,0,0,0,6,0,0,4,0,0,0,2,0,06jgr,Maxime Esteve,,,,,,
2026-02-02,BUR,@SUN,L 0-3,3.5,90,0,0,0,0,0,0,0,0,1,0,10,0,1,5,0,0,0,3,0,06jgr,Maxime Esteve,,,,,,
2026-01-24,BUR,TOT,T 2-2,3.5,90,0,0,0,0,2,0,0,0,0,1,6,0,0,3,0,0,0,2,0,06jgr,Maxime Esteve,,,,,,
2026-01-17,BUR,@LIV,T 1-1,1.75,73,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,0,1,0,06jgr,Maxime Esteve,,,,,,
2026-01-07,BUR,MUN,T 2-2,5.25,90,0,0,0,0,2,0,0,0,0,1,5,0,3,2,0,0,0,2,0,06jgr,Maxime Esteve,,,,,,
2025-12-30,BUR,NEW,L 1-3,-4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,06jgr,Maxime Esteve,,,,,,
2025-12-13,BUR,FUL,L 2-3,3.5,90,0,0,0,0,0,0,0,0,0,1,2,1,0,7,0,0,0,3,0,06jgr,Maxime Esteve,,,,,,
2025-12-06,BUR,@NEW,L 1-2,5.75,90,0,1,0,0,1,0,0,0,1,0,7,0,2,2,0,0,0,2,0,06jgr,Maxime Esteve,,,,,,
2025-12-03,BUR,CRY,L 0-1,14.25,90,0,1,0,0,0,0,0,0,0,5,13,0,0,6,0,0,0,1,0,06jgr,Maxime Esteve,,,,,,
2025-11-29,BUR,@BRF,L 1-3,0,90,0,0,0,0,2,0,0,0,0,1,8,0,0,1,0,0,0,3,0,06jgr,Maxime Esteve,,,,,,
2025-11-22,BUR,CHE,L 0-2,2.75,90,0,0,0,0,2,0,0,0,0,2,7,0,1,0,0,0,0,2,0,06jgr,Maxime Esteve,,,,,,
2025-11-08,BUR,@WHU,L 2-3,6.5,90,0,1,0,0,0,0,0,0,0,2,10,0,1,5,0,0,0,3,0,06jgr,Maxime Esteve,,,,,,
2025-11-01,BUR,ARS,L 0-2,-0.25,90,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,0,06jgr,Maxime Esteve,,,,,,
2025-10-26,BUR,@WOL,W 3-2,2.5,90,0,0,0,0,1,0,0,0,0,1,6,0,0,3,0,0,0,2,0,06jgr,Maxime Esteve,,,,,,
2025-10-18,BUR,LEE,W 2-0,13.25,90,0,0,0,0,1,0,0,0,0,2,9,0,1,1,0,0,0,0,1,06jgr,Maxime Esteve,,,,,,
2025-10-05,BUR,@AVL,L 1-2,2.5,88,0,1,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,2,0,06jgr,Maxime Esteve,,,,,,
2025-09-27,BUR,@MCI,L 1-5,-16.25,90,0,0,0,0,1,0,0,0,0,0,7,0,1,0,0,0,2,5,0,06jgr,Maxime Esteve,,,,,,
2025-09-20,BUR,NOT,T 1-1,10,90,0,1,0,0,1,0,0,0,0,2,8,0,0,5,0,0,0,1,0,06jgr,Maxime Esteve,,,,,,
2025-09-14,BUR,LIV,L 0-1,6,90,0,0,0,0,0,0,0,0,0,1,12,0,3,1,0,0,0,1,0,06jgr,Maxime Esteve,,,,,,
2025-08-30,BUR,@MUN,L 2-3,-1.25,90,0,0,0,0,1,1,0,0,0,1,5,0,1,1,0,0,0,3,0,06jgr,Maxime Esteve,,,,,,
2025-08-23,BUR,SUN,W 2-0,14,82,0,0,0,0,1,0,0,0,0,1,4,0,1,4,0,0,0,0,1,06jgr,Maxime Esteve,,,,,,
2025-08-16,BUR,@TOT,L 0-3,2.5,90,0,0,0,1,0,0,0,0,0,1,6,0,1,3,0,0,0,3,0,06jgr,Maxime Esteve,,,,,,
2026-02-09,BUR,@CRY,TBD,,,,,,,,,,,,,,,,,,,,,,06jgr,Maxime Esteve,Available,,,,,
2026-01-19,BHA,BOU,T 1-1,10.5,65,0,2,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0,1,0,06p5s,Brajan Gruda,,,,,,
2026-01-07,BHA,@MCI,T 1-1,1,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,06p5s,Brajan Gruda,,,,,,
2026-01-03,BHA,BUR,W 2-0,8,86,0,2,0,0,0,2,0,0,0,1,0,2,0,2,0,0,0,0,1,06p5s,Brajan Gruda,,,,,,
2025-12-30,BHA,@WHU,T 2-2,4,31,0,1,0,0,0,1,0,0,0,0,1,1,0,3,0,0,0,0,0,06p5s,Brajan Gruda,,,,,,
2025-12-27,BHA,@ARS,L 1-2,1.5,45,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,06p5s,Brajan Gruda,,,,,,
2025-12-20,BHA,SUN,T 0-0,12.5,85,0,4,0,1,0,1,1,0,0,1,0,3,0,0,0,0,0,0,1,06p5s,Brajan Gruda,,,,,,
2025-12-13,BHA,@LIV,L 0-2,3,63,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,06p5s,Brajan Gruda,,,,,,
2025-12-07,BHA,WHU,T 1-1,7,17,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,06p5s,Brajan Gruda,,,,,,
2025-12-03,BHA,AVL,L 3-4,1,76,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,3,0,06p5s,Brajan Gruda,,,,,,
2025-11-30,BHA,@NOT,W 2-0,-0.5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,06p5s,Brajan Gruda,,,,,,
2025-11-22,BHA,BRF,W 2-1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,06p5s,Brajan Gruda,,,,,,
2025-10-05,BHA,@WOL,T 1-1,7.5,69,0,1,0,1,1,1,0,0,1,0,0,2,0,0,0,0,0,1,0,06p5s,Brajan Gruda,,,,,,
2025-09-27,BHA,@CHE,W 3-1,8,22,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06p5s,Brajan Gruda,,,,,,
2025-09-20,BHA,TOT,T 2-2,0.5,62,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,06p5s,Brajan Gruda,,,,,,
2025-09-13,BHA,@BOU,L 1-2,0.5,22,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,06p5s,Brajan Gruda,,,,,,
2025-08-31,BHA,MCI,W 2-1,16,28,1,1,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,06p5s,Brajan Gruda,,,,,,
2025-08-24,BHA,@EVE,L 0-2,0.5,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,06p5s,Brajan Gruda,,,,,,
2025-08-16,BHA,FUL,T 1-1,0.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,06p5s,Brajan Gruda,,,,,,
2026-02-09,BHA,@AVL,TBD,,,,,,,,,,,,,,,,,,,,,,06p5s,Brajan Gruda,Available,,,,,
2026-02-07,NEW,BRF,L 2-3,2.25,86,0,2,0,0,0,1,0,0,1,1,3,0,0,2,0,0,0,3,0,03dx3,Kieran Trippier,,,,,,
2026-01-31,NEW,@LIV,L 1-4,3.5,83,0,3,0,0,0,0,0,0,1,0,6,0,0,1,0,0,0,3,0,03dx3,Kieran Trippier,,,,,,
2026-01-25,NEW,AVL,L 0-2,2,90,0,1,0,0,1,1,0,0,2,0,2,0,0,1,0,0,0,2,0,03dx3,Kieran Trippier,,,,,,
2026-01-18,NEW,@WOL,T 0-0,11.25,90,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,03dx3,Kieran Trippier,,,,,,
2025-11-09,NEW,@BRF,L 1-3,-5,90,0,0,0,0,1,1,1,0,0,0,2,1,1,0,0,0,0,3,0,03dx3,Kieran Trippier,,,,,,
2025-10-25,NEW,FUL,W 2-1,8.5,90,0,2,0,0,1,0,0,0,2,0,6,0,0,2,0,0,0,1,0,03dx3,Kieran Trippier,,,,,,
2025-10-18,NEW,@BHA,L 1-2,2.5,90,0,1,0,0,2,0,0,0,0,0,2,1,0,1,0,0,0,2,0,03dx3,Kieran Trippier,,,,,,
2025-10-05,NEW,NOT,W 2-0,15.75,90,0,3,0,0,2,2,0,0,0,0,3,0,0,2,0,0,0,0,1,03dx3,Kieran Trippier,,,,,,
2025-09-28,NEW,ARS,L 1-2,-2.25,22,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,03dx3,Kieran Trippier,,,,,,
2025-09-13,NEW,WOL,W 1-0,21.25,90,0,5,0,0,0,0,0,0,2,1,1,0,0,2,0,0,0,0,1,03dx3,Kieran Trippier,,,,,,
2025-08-30,NEW,@LEE,T 0-0,8,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,03dx3,Kieran Trippier,,,,,,
2025-08-25,NEW,LIV,L 2-3,-0.75,75,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,03dx3,Kieran Trippier,,,,,,
2025-08-16,NEW,@AVL,T 0-0,13.25,90,0,1,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,1,03dx3,Kieran Trippier,,,,,,
2026-02-09,NEW,@TOT,TBD,,,,,,,,,,,,,,,,,,,,,,03dx3,Kieran Trippier,Available,,,,,
2026-02-07,BOU,AVL,T 1-1,1.5,85,0,1,0,0,4,3,1,0,0,0,0,0,1,0,0,0,0,1,0,070gu,Alex Jiménez,,,,,,
2026-01-31,BOU,@WOL,W 2-0,11.5,85,0,0,0,1,2,1,1,0,0,0,0,4,0,0,0,0,0,0,1,070gu,Alex Jiménez,,,,,,
2026-01-24,BOU,LIV,W 3-2,19.25,84,1,0,0,2,1,0,0,0,0,4,1,1,2,1,0,0,0,2,0,070gu,Alex Jiménez,,,,,,
2026-01-19,BOU,@BHA,T 1-1,5,88,0,1,0,0,1,2,0,0,0,3,0,2,0,0,0,0,0,1,0,070gu,Alex Jiménez,,,,,,
2026-01-07,BOU,TOT,W 3-2,-3,86,0,0,0,0,2,1,1,0,0,0,2,1,0,0,0,0,0,2,0,070gu,Alex Jiménez,,,,,,
2026-01-03,BOU,ARS,L 2-3,0.25,90,0,0,0,0,3,0,0,0,0,0,1,2,1,0,0,0,0,3,0,070gu,Alex Jiménez,,,,,,
2025-12-30,BOU,@CHE,T 2-2,7.75,90,0,0,0,0,5,0,0,0,0,3,3,2,1,0,0,0,0,2,0,070gu,Alex Jiménez,,,,,,
2025-12-27,BOU,@BRF,L 1-4,3,90,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,4,0,070gu,Alex Jiménez,,,,,,
2025-12-20,BOU,BUR,T 1-1,6,88,0,1,0,0,2,0,0,0,2,1,0,1,0,0,0,0,0,1,0,070gu,Alex Jiménez,,,,,,
2025-12-15,BOU,@MUN,T 4-4,7.75,90,0,1,1,0,1,1,0,0,1,0,1,3,0,2,0,0,0,4,0,070gu,Alex Jiménez,,,,,,
2025-12-06,BOU,CHE,T 0-0,7,73,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,070gu,Alex Jiménez,,,,,,
2025-12-02,BOU,EVE,L 0-1,6.25,90,0,0,0,0,2,0,0,0,1,0,9,1,0,2,0,0,0,1,0,070gu,Alex Jiménez,,,,,,
2025-11-22,BOU,WHU,T 2-2,1,45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,070gu,Alex Jiménez,,,,,,
2025-11-09,BOU,@AVL,L 0-4,-0.5,34,0,0,0,1,0,0,1,0,0,1,2,1,0,1,0,0,0,2,0,070gu,Alex Jiménez,,,,,,
2025-11-02,BOU,@MCI,L 1-3,-2.25,61,0,0,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,3,0,070gu,Alex Jiménez,,,,,,
2025-10-26,BOU,NOT,W 2-0,9.5,90,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,070gu,Alex Jiménez,,,,,,
2025-10-18,BOU,@CRY,T 3-3,0.75,74,0,0,0,0,0,0,0,0,1,1,3,1,0,1,0,0,0,2,0,070gu,Alex Jiménez,,,,,,
2025-10-03,BOU,FUL,W 3-1,-0.75,28,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,070gu,Alex Jiménez,,,,,,
2025-09-27,BOU,@LEE,T 2-2,0,72,0,1,0,0,2,2,1,0,0,0,0,1,1,1,0,0,0,2,0,070gu,Alex Jiménez,,,,,,
2025-09-21,BOU,NEW,T 0-0,1,45,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,070gu,Alex Jiménez,,,,,,
2025-09-13,BOU,BHA,W 2-1,-0.75,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,070gu,Alex Jiménez,,,,,,
2026-02-09,BOU,@EVE,TBD,,,,,,,,,,,,,,,,,,,,,,070gu,Alex Jiménez,Available,,,,,
2026-02-06,LEE,NOT,W 3-1,23.5,90,0,4,1,1,1,0,0,0,1,2,2,1,0,3,0,0,0,1,0,0521z,James Justin,,,,,,
2026-01-31,LEE,ARS,L 0-4,-2.25,45,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0521z,James Justin,,,,,,
2026-01-26,LEE,@EVE,T 1-1,20,90,1,1,0,1,5,1,0,0,0,0,2,0,0,3,0,0,0,1,0,0521z,James Justin,,,,,,
2026-01-17,LEE,FUL,W 1-0,18.5,90,0,2,0,1,2,0,0,0,0,2,2,0,0,2,0,0,0,0,1,0521z,James Justin,,,,,,
2026-01-07,LEE,@NEW,L 3-4,-3.5,90,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,4,0,0521z,James Justin,,,,,,
2026-01-04,LEE,MUN,T 1-1,6.5,90,0,0,0,0,2,1,0,0,0,4,4,0,0,2,0,0,0,1,0,0521z,James Justin,,,,,,
2026-01-01,LEE,@LIV,T 0-0,15,90,0,0,0,0,1,1,0,0,0,1,6,0,2,4,0,0,0,0,1,0521z,James Justin,,,,,,
2025-12-20,LEE,CRY,W 4-1,-1.25,9,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0521z,James Justin,,,,,,
2025-12-14,LEE,@BRF,T 1-1,0.25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0521z,James Justin,,,,,,
2025-12-03,LEE,CHE,W 3-1,0.25,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0521z,James Justin,,,,,,
2025-11-29,LEE,@MCI,L 2-3,1.5,68,0,0,0,0,0,0,0,0,0,1,2,0,2,2,0,0,0,2,0,0521z,James Justin,,,,,,
2025-11-01,LEE,@BHA,L 0-3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0521z,James Justin,,,,,,
2025-10-24,LEE,WHU,W 2-1,1,45,0,0,0,0,1,0,1,0,0,3,4,0,0,0,0,0,0,1,0,0521z,James Justin,,,,,,
2025-10-04,LEE,TOT,L 1-2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0521z,James Justin,,,,,,
2025-09-20,LEE,@WOL,W 3-1,0.5,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0521z,James Justin,,,,,,
2025-08-30,LEE,NEW,T 0-0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0521z,James Justin,,,,,,
2026-02-09,LEE,@CHE,TBD,,,,,,,,,,,,,,,,,,,,,,0521z,James Justin,Available,,,,,
2026-01-17,LEE,FUL,W 1-0,13.5,8,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,04lnu,Lukas Nmecha,,,,,,
2026-01-07,LEE,@NEW,L 3-4,3,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,04lnu,Lukas Nmecha,,,,,,
2026-01-04,LEE,MUN,T 1-1,3,14,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,04lnu,Lukas Nmecha,,,,,,
2026-01-01,LEE,@LIV,T 0-0,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,04lnu,Lukas Nmecha,,,,,,
2025-12-28,LEE,@SUN,T 1-1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04lnu,Lukas Nmecha,,,,,,
2025-12-03,LEE,CHE,W 3-1,2.5,66,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,04lnu,Lukas Nmecha,,,,,,
2025-11-29,LEE,@MCI,L 2-3,11.5,81,1,0,0,2,0,0,0,0,0,0,1,0,0,5,1,0,0,2,0,04lnu,Lukas Nmecha,,,,,,
2025-11-23,LEE,AVL,L 1-2,14.5,70,1,1,0,1,1,2,0,0,0,0,0,0,0,3,0,0,0,1,0,04lnu,Lukas Nmecha,,,,,,
2025-11-09,LEE,@NOT,L 1-3,11.5,73,1,0,0,1,1,2,0,0,0,0,2,0,0,1,0,0,0,2,0,04lnu,Lukas Nmecha,,,,,,
2025-11-01,LEE,@BHA,L 0-3,1.5,24,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,04lnu,Lukas Nmecha,,,,,,
2025-10-24,LEE,WHU,W 2-1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,04lnu,Lukas Nmecha,,,,,,
2025-10-18,LEE,@BUR,L 0-2,3.5,23,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,04lnu,Lukas Nmecha,,,,,,
2025-10-04,LEE,TOT,L 1-2,-0.5,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,04lnu,Lukas Nmecha,,,,,,
2025-09-27,LEE,BOU,T 2-2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,04lnu,Lukas Nmecha,,,,,,
2025-09-20,LEE,@WOL,W 3-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,04lnu,Lukas Nmecha,,,,,,
2025-09-13,LEE,@FUL,L 0-1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,04lnu,Lukas Nmecha,,,,,,
2025-08-30,LEE,NEW,T 0-0,1.5,69,0,0,0,0,0,2,0,0,0,1,3,0,1,1,0,0,0,0,1,04lnu,Lukas Nmecha,,,,,,
2025-08-23,LEE,@ARS,L 0-5,0.5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,04lnu,Lukas Nmecha,,,,,,
2025-08-18,LEE,EVE,W 1-0,10.5,11,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,04lnu,Lukas Nmecha,,,,,,
2026-02-09,LEE,@CHE,TBD,,,,,,,,,,,,,,,,,,,,,,04lnu,Lukas Nmecha,Available,,,,,
2026-02-07,MUN,TOT,W 2-0,11,90,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,0,1,03gu4,Harry Maguire,,,,,,
2026-02-01,MUN,FUL,W 3-2,7,90,0,0,0,1,2,0,1,0,0,1,4,0,1,6,0,0,0,2,0,03gu4,Harry Maguire,,,,,,
2026-01-25,MUN,@ARS,W 3-2,2.25,90,0,0,0,0,1,0,0,0,0,0,9,0,1,2,0,0,0,2,0,03gu4,Harry Maguire,,,,,,
2026-01-17,MUN,MCI,W 2-0,10.25,90,0,0,0,0,1,0,0,0,0,0,5,0,1,1,0,0,0,0,1,03gu4,Harry Maguire,,,,,,
2025-11-08,MUN,@TOT,T 2-2,8,71,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,03gu4,Harry Maguire,,,,,,
2025-10-19,MUN,@LIV,W 2-1,19,90,1,0,0,1,0,0,0,0,0,1,8,0,1,5,0,0,0,1,0,03gu4,Harry Maguire,,,,,,
2025-10-04,MUN,SUN,W 2-0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,03gu4,Harry Maguire,,,,,,
2025-09-27,MUN,@BRF,L 1-3,0.75,65,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,2,0,03gu4,Harry Maguire,,,,,,
2025-09-20,MUN,CHE,W 2-1,18.5,69,0,1,1,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,1,03gu4,Harry Maguire,,,,,,
2025-09-14,MUN,@MCI,L 0-3,-0.75,27,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,03gu4,Harry Maguire,,,,,,
2025-08-24,MUN,@FUL,T 1-1,2.25,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,03gu4,Harry Maguire,,,,,,
2025-08-17,MUN,ARS,L 0-1,0.25,9,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,03gu4,Harry Maguire,,,,,,
2026-02-09,MUN,@WHU,TBD,,,,,,,,,,,,,,,,,,,,,,03gu4,Harry Maguire,Available,,,,,
2026-02-07,BOU,AVL,T 1-1,9,90,0,2,0,0,1,0,0,0,2,2,2,0,0,0,0,0,0,1,0,043qy,Lewis Cook,,,,,,
2026-01-31,BOU,@WOL,W 2-0,6,90,0,0,0,0,1,1,0,0,0,2,1,1,1,1,0,0,0,0,1,043qy,Lewis Cook,,,,,,
2026-01-24,BOU,LIV,W 3-2,7,90,0,0,0,0,3,0,0,0,1,3,3,0,0,0,0,0,0,2,0,043qy,Lewis Cook,,,,,,
2026-01-19,BOU,@BHA,T 1-1,5.5,90,0,0,0,0,0,0,0,0,0,1,2,0,4,1,0,0,0,1,0,043qy,Lewis Cook,,,,,,
2026-01-07,BOU,TOT,W 3-2,3,90,0,0,0,0,2,0,1,0,0,3,3,0,0,0,0,0,0,2,0,043qy,Lewis Cook,,,,,,
2026-01-03,BOU,ARS,L 2-3,11,15,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,043qy,Lewis Cook,,,,,,
2025-12-27,BOU,@BRF,L 1-4,7.5,90,0,0,0,0,2,0,0,0,0,3,3,0,1,3,0,0,0,4,0,043qy,Lewis Cook,,,,,,
2025-12-20,BOU,BUR,T 1-1,7,90,0,1,0,0,1,1,0,0,1,1,5,1,0,3,0,0,0,1,0,043qy,Lewis Cook,,,,,,
2025-11-29,BOU,@SUN,L 2-3,-4,45,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,2,0,043qy,Lewis Cook,,,,,,
2025-11-22,BOU,WHU,T 2-2,19,90,0,5,0,0,3,0,0,0,2,3,0,1,0,0,0,0,0,2,0,043qy,Lewis Cook,,,,,,
2025-11-09,BOU,@AVL,L 0-4,3.5,45,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,2,0,043qy,Lewis Cook,,,,,,
2025-11-02,BOU,@MCI,L 1-3,3,27,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,043qy,Lewis Cook,,,,,,
2025-10-26,BOU,NOT,W 2-0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,043qy,Lewis Cook,,,,,,
2025-10-18,BOU,@CRY,T 3-3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,043qy,Lewis Cook,,,,,,
2025-09-13,BOU,BHA,W 2-1,-0.5,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,043qy,Lewis Cook,,,,,,
2026-02-09,BOU,@EVE,TBD,,,,,,,,,,,,,,,,,,,,,,043qy,Lewis Cook,Available,,,,,
2026-02-07,TOT,@MUN,L 0-2,0.5,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,06rm8,Mathys Tel,,,,,,
2026-02-01,TOT,MCI,T 2-2,2,21,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,06rm8,Mathys Tel,,,,,,
2026-01-24,TOT,@BUR,T 2-2,3,11,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,06rm8,Mathys Tel,,,,,,
2026-01-17,TOT,WHU,L 1-2,6.5,61,0,2,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,06rm8,Mathys Tel,,,,,,
2026-01-07,TOT,@BOU,L 2-3,25.5,90,1,3,0,1,2,1,0,0,1,0,0,6,0,0,0,0,0,3,0,06rm8,Mathys Tel,,,,,,
2026-01-04,TOT,SUN,T 1-1,2.5,87,0,0,0,1,0,2,0,0,0,0,2,1,0,1,0,0,0,1,0,06rm8,Mathys Tel,,,,,,
