teamName,urlName,headshotUrl,scorerId,upcomingEventStatusId,rank,teamLogo,posIdsNoFlex,defaultPosId,posShortNames,team,rookie,minorsEligible,posIds,teamId,name,teamShortName,shortName,next_match,fpts,fpts_per_game,statusId
Leeds United,facundo-buonanotte,https://fantraximg.com/assets/images/logos/sportsteam/epl/Leeds_United2.png,067yu,,452,True,['702'],702,M,False,False,False,['702'],110261,Facundo Buonanotte,LEE,F. Buonanotte,LEE 2<br/>@CHE 2 F,3.5,1.17,5
Manchester United,shea-lacey,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_United.png,06v0c,,453,True,['701'],701,F,False,False,False,['701'],110090,Shea Lacey,MUN,S. Lacey,MUN 1<br/>@WHU 1 F,3.5,1.75,5
Chelsea,filip-jorgensen,https://fantraximg.com/assets/images/logos/sportsteam/epl/Chelsea.png,06nv3,,454,True,['704'],704,G,False,False,False,['704'],110040,Filip Jørgensen,CHE,F. Jørgensen,LEE 2<br/>@CHE 2 F,3.25,1.62,5
Sunderland,jenson-seelt,https://fantraximg.com/assets/images/logos/sportsteam/epl/Sunderland.png,06v0f,,455,True,['703'],703,D,False,False,False,['703'],110141,Jenson Seelt,SUN,J. Seelt,LIV<br/>Wed 3:15PM,3.25,1.62,4
Everton,tyrique-george,https://fantraximg.com/assets/images/logos/sportsteam/epl/Everton.png,06l4i,,458,True,['701'],701,F,False,False,False,['701'],110050,Tyrique George,EVE,T. George,BOU 2<br/>@EVE 1 F,3,0.5,
Sunderland,nilson-angulo,https://fantraximg.com/assets/images/logos/sportsteam/epl/Sunderland.png,072zs,,456,True,['701'],701,F,False,False,False,['701'],110141,Nilson Angulo,SUN,N. Angulo,LIV<br/>Wed 3:15PM,3,3,4
Manchester City,divine-mukasa,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_City.png,06zxx,,460,True,['702'],702,M,False,False,False,['702'],110080,Divine Mukasa,MCI,D. Mukasa,FUL<br/>Wed 2:30PM,3,1.5,4
West Ham United,mohamadou-kante,https://fantraximg.com/assets/images/logos/sportsteam/epl/West_Ham_United.png,06pez,,459,True,['702'],702,M,False,False,False,['702'],110175,Mohamadou Kanté,WHU,M. Kanté,MUN 1<br/>@WHU 1 F,3,1,5
Burnley,ashley-barnes,https://fantraximg.com/assets/images/logos/sportsteam/epl/Burnley_3.png,03dxr,,457,True,['701'],701,F,False,False,False,['701'],110223,Ashley Barnes,BUR,A. Barnes,@CRY<br/>Wed 2:30PM,3,1.5,4
West Ham United,luis-guilherme-lira-dos-santos,https://fantraximg.com/assets/images/logos/sportsteam/epl/West_Ham_United.png,06mgp,,461,True,['702'],701,M,False,False,False,['702'],110175,Luis Guilherme,WHU,Luis Guilherme,MUN 1<br/>@WHU 1 F,2.5,0.5,5
West Ham United,callum-marshall,https://fantraximg.com/assets/images/logos/sportsteam/epl/West_Ham_United.png,06hcm,,462,True,['701'],701,F,False,False,False,['701'],110175,Callum Marshall,WHU,C. Marshall,MUN 1<br/>@WHU 1 F,2.5,1.25,5
Brentford,antoni-milambo,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brentford.png,06y4g,,464,True,['702'],702,M,False,False,False,['702'],110237,Antoni Milambo,BRF,A. Milambo,ARS<br/>Thu 3:00PM,2,2,4
Liverpool,treymaurice-nyoni,https://fantraximg.com/assets/images/logos/sportsteam/epl/Liverpool.png,06hze,,465,True,['702'],702,M,False,False,False,['702'],110070,Treymaurice Nyoni,LIV,T. Nyoni,@SUN<br/>Wed 3:15PM,2,1,4
Manchester United,bendito-mantato,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_United.png,06tf6,,463,True,['702'],701,M,False,False,False,['702'],110090,Bendito Mantato,MUN,B. Mantato,MUN 1<br/>@WHU 1 F,2,2,5
West Ham United,guido-rodriguez,https://fantraximg.com/assets/images/logos/sportsteam/epl/West_Ham_United.png,06oav,,466,True,['702'],702,M,False,False,False,['702'],110175,Guido Rodríguez,WHU,G. Rodríguez,MUN 1<br/>@WHU 1 F,2,0.33,5
Crystal Palace,romain-esse,https://fantraximg.com/assets/images/logos/sportsteam/epl/Crystal_Palace.png,06r9h,,467,True,['702'],702,M,False,False,False,['702'],110045,Romain Esse,CRY,R. Esse,BUR<br/>Wed 2:30PM,1.5,0.38,4
Brighton,igor-julio-dos-santos-de-paulo,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brighton_and_Hove_Albion.png,06eka,,469,True,['703'],703,D,False,False,False,['703'],110240,Igor Julio,BHA,Igor Julio,@AVL<br/>Wed 2:30PM,1.5,0.38,4
Wolverhampton,sasa-kalajdzic,https://fantraximg.com/assets/images/logos/sportsteam/epl/Wolverhampton_Wanderers.png,06492,,468,True,['701'],701,F,False,False,False,['701'],110191,Sasa Kalajdzic,WOL,S. Kalajdzic,@NOT Wed<br/>2:30PM<br/>ARS Wed3:00PM,1.5,1.5,4
Nottingham Forest,angus-gunn,https://fantraximg.com/assets/images/logos/sportsteam/epl/Nottingham_Forest.png,044i7,,470,True,['704'],704,G,False,False,False,['704'],110105,Angus Gunn,NOT,A. Gunn,WOL<br/>Wed 2:30PM,1.25,1.25,4
Arsenal,myles-lewis-skelly,https://fantraximg.com/assets/images/logos/sportsteam/epl/Arsenal.png,066sd,,477,True,['703'],703,D,False,False,False,['703'],110000,Myles Lewis-Skelly,ARS,M. Lewis-Skelly,@BRF Thu<br/>3:00PM<br/>@WOL Wed3:00PM,1,0.07,4
Brighton,harry-howell,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brighton_and_Hove_Albion.png,06s7s,,476,True,['701'],702,F,False,False,False,['701'],110240,Harry Howell,BHA,H. Howell,@AVL<br/>Wed 2:30PM,1,1,4
Nottingham Forest,joao-pedro-ferreira-da-silva,https://fantraximg.com/assets/images/logos/sportsteam/epl/Nottingham_Forest.png,06nvg,,475,True,['701'],701,F,False,False,False,['701'],110105,Jota Silva,NOT,Jota Silva,WOL<br/>Wed 2:30PM,1,1,4
Brighton,tom-watson,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brighton_and_Hove_Albion.png,06uns,,480,True,['701'],701,F,False,False,False,['701'],110240,Tom Watson,BHA,T. Watson,@AVL<br/>Wed 2:30PM,1,0.17,4
Everton,seamus-coleman,https://fantraximg.com/assets/images/logos/sportsteam/epl/Everton.png,02lpl,,472,True,['703'],703,D,False,False,False,['703'],110050,Seamus Coleman,EVE,S. Coleman,BOU 2<br/>@EVE 1 F,1,0.33,5
Crystal Palace,odsonne-edouard,https://fantraximg.com/assets/images/logos/sportsteam/epl/Crystal_Palace.png,05w9q,,474,True,['701'],701,F,False,False,False,['701'],110045,Odsonne Edouard,CRY,O. Edouard,BUR<br/>Wed 2:30PM,1,1,4
Sunderland,dan-neil,https://fantraximg.com/assets/images/logos/sportsteam/epl/Sunderland.png,06v0j,,478,True,['702'],702,M,False,False,False,['702'],110141,Dan Neil,SUN,D. Neil,LIV<br/>Wed 3:15PM,1,0.33,4
Sunderland,patrick-roberts,https://fantraximg.com/assets/images/logos/sportsteam/epl/Sunderland.png,03brm,,479,True,['702'],702,M,False,False,False,['702'],110141,Patrick Roberts,SUN,P. Roberts,LIV<br/>Wed 3:15PM,1,1,4
Tottenham Hotspur,junai-byfield,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,06zc3,,471,True,['703'],703,D,False,False,False,['703'],110160,Jun'ai Byfield,TOT,J. Byfield,NEW 2<br/>@TOT 1 F,1,1,5
Crystal Palace,joel-drakes-thomas,https://fantraximg.com/assets/images/logos/sportsteam/epl/Crystal_Palace.png,072h9,,473,True,['701'],701,F,False,False,False,['701'],110045,Joel Drakes-Thomas,CRY,J. Drakes-Thomas,BUR<br/>Wed 2:30PM,1,0.5,4
Manchester City,mateo-kovacic,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_City.png,04u41,,483,True,['702'],702,M,False,False,False,['702'],110080,Mateo Kovacic,MCI,M. Kovacic,FUL<br/>Wed 2:30PM,0.5,0.5,4
Tottenham Hotspur,joao-victor-de-souza-menezes,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,072py,,486,True,['703'],703,D,False,False,False,['703'],110160,Joao Victor de Souza Menezes,TOT,J. de Souza Menezes,NEW 2<br/>@TOT 1 F,0.5,0.5,5
Fulham,issa-diop,https://fantraximg.com/assets/images/logos/sportsteam/epl/Fulham.png,04qos,,481,True,['703'],703,D,False,False,False,['703'],110063,Issa Diop,FUL,I. Diop,@MCI<br/>Wed 2:30PM,0.5,0.06,4
Tottenham Hotspur,dane-scarlett,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,05nip,,485,True,['701'],701,F,False,False,False,['701'],110160,Dane Scarlett,TOT,D. Scarlett,NEW 2<br/>@TOT 1 F,0.5,0.25,5
Fulham,jonah-kusi-asare,https://fantraximg.com/assets/images/logos/sportsteam/epl/Fulham.png,070hr,,484,True,['701'],701,F,False,False,False,['701'],110063,Jonah Kusi-Asare,FUL,J. Kusi-Asare,@MCI<br/>Wed 2:30PM,0.5,0.1,4
Manchester United,tyler-fredricson,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_United.png,064op,,482,True,['703'],703,D,False,False,False,['703'],110090,Tyler Fredricson,MUN,T. Fredricson,MUN 1<br/>@WHU 1 F,0.5,0.5,5
Manchester United,tyrell-malacia,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_United.png,062ft,,487,True,['703'],703,D,False,False,False,['703'],110090,Tyrell Malacia,MUN,T. Malacia,MUN 1<br/>@WHU 1 F,0.25,0.25,5
Tottenham Hotspur,dejan-kulusevski,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,05ylx,,688,True,['702'],702,M,False,False,False,['702'],110160,Dejan Kulusevski,TOT,D. Kulusevski,NEW 2<br/>@TOT 1 F,0,0,
Tottenham Hotspur,james-maddison,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,0414o,,701,True,['702'],702,M,False,False,False,['702'],110160,James Maddison,TOT,J. Maddison,NEW 2<br/>@TOT 1 F,0,0,
Chelsea,levi-colwill,https://fantraximg.com/assets/images/logos/sportsteam/epl/Chelsea.png,062p5,,572,True,['703'],703,D,False,False,False,['703'],110040,Levi Colwill,CHE,L. Colwill,LEE 2<br/>@CHE 2 F,0,0,5
Manchester City,ederson-santana-de-moraes,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_City.png,04fk5,,807,True,['704'],704,G,False,False,False,['704'],110080,Ederson,MCI,Ederson,FUL<br/>Wed 2:30PM,0,0,4
Tottenham Hotspur,heung-min-son,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,03v9d,,825,True,['701'],701,F,False,False,False,['701'],110160,Son Heung-Min,TOT,Son Heung-Min,NEW 2<br/>@TOT 1 F,0,0,5
Fulham,andreas-hugo-hoelgebaum-pereira,https://fantraximg.com/assets/images/logos/sportsteam/epl/Fulham.png,03jly,,657,True,['702'],702,M,False,False,False,['702'],110063,Andreas Pereira,FUL,Andreas Pereira,@MCI<br/>Wed 2:30PM,0,0,4
Liverpool,luis-diaz,https://fantraximg.com/assets/images/logos/sportsteam/epl/Liverpool.png,05yld,,589,True,['701'],701,F,False,False,False,['701'],110070,Luis Diaz,LIV,L. Diaz,@SUN<br/>Wed 3:15PM,0,0,4
Manchester United,rasmus-hojlund,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_United.png,06exb,,658,True,['701'],701,F,False,False,False,['701'],110090,Rasmus Hojlund,MUN,R. Hojlund,MUN 1<br/>@WHU 1 F,0,0,5
Arsenal,kepa-arrizabalaga,https://fantraximg.com/assets/images/logos/sportsteam/epl/Arsenal.png,04u40,,512,True,['704'],704,G,False,False,False,['704'],110000,Kepa,ARS,Kepa,@BRF Thu<br/>3:00PM<br/>@WOL Wed3:00PM,0,0,4
Manchester United,andre-onana,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_United.png,06dps,,756,True,['704'],704,G,False,False,False,['704'],110090,Andre Onana,MUN,A. Onana,MUN 1<br/>@WHU 1 F,0,0,5
Burnley,josh-brownhill,https://fantraximg.com/assets/images/logos/sportsteam/epl/Burnley_3.png,05gcx,,549,True,['702'],702,M,False,False,False,['702'],110223,Josh Brownhill,BUR,J. Brownhill,@CRY<br/>Wed 2:30PM,0,0,4
Liverpool,darwin-nunez,https://fantraximg.com/assets/images/logos/sportsteam/epl/Liverpool.png,061x2,,746,True,['701'],701,F,False,False,False,['701'],110070,Darwin Nunez,LIV,D. Nunez,@SUN<br/>Wed 3:15PM,0,0,4
Leeds United,illan-meslier,https://fantraximg.com/assets/images/logos/sportsteam/epl/Leeds_United2.png,05mzt,,720,True,['704'],704,G,False,False,False,['704'],110261,Illan Meslier,LEE,I. Meslier,LEE 2<br/>@CHE 2 F,0,0,5
Bournemouth,illia-zabarnyi,https://fantraximg.com/assets/images/logos/sportsteam/epl/Bournemouth.png,068yi,,876,True,['703'],703,D,False,False,False,['703'],110034,Illia Zabarnyi,BOU,I. Zabarnyi,BOU 2<br/>@EVE 1 F,0,0,5
Manchester City,manuel-akanji,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_City.png,0649j,,497,True,['703'],703,D,False,False,False,['703'],110080,Manuel Akanji,MCI,M. Akanji,FUL<br/>Wed 2:30PM,0,0,4
Brighton,solly-march,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brighton_and_Hove_Albion.png,04e1k,,707,True,['702'],702,M,False,False,False,['702'],110240,Solly March,BHA,S. March,@AVL<br/>Wed 2:30PM,0,0,4
Tottenham Hotspur,manor-solomon,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,06329,,824,True,['701'],701,F,False,False,False,['701'],110160,Manor Solomon,TOT,M. Solomon,NEW 2<br/>@TOT 1 F,0,0,5
Chelsea,raheem-sterling,https://fantraximg.com/assets/images/logos/sportsteam/epl/Chelsea.png,02lkp,,830,True,['701'],701,F,False,False,False,['701'],110040,Raheem Sterling,CHE,R. Sterling,LEE 2<br/>@CHE 2 F,0,0,5
Liverpool,giovanni-leoni,https://fantraximg.com/assets/images/logos/sportsteam/epl/Liverpool.png,0701y,,697,True,['703'],703,D,False,False,False,['703'],110070,Giovanni Leoni,LIV,G. Leoni,@SUN<br/>Wed 3:15PM,0,0,4
Wolverhampton,nelson-cabral-semedo,https://fantraximg.com/assets/images/logos/sportsteam/epl/Wolverhampton_Wanderers.png,05ojg,,551,True,['703'],703,D,False,False,False,['703'],110191,Nelson Semedo,WOL,Nelson Semedo,@NOT Wed<br/>2:30PM<br/>ARS Wed3:00PM,0,0,4
Manchester United,chido-obi-martin,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_United.png,06roj,,750,True,['701'],701,F,False,False,False,['701'],110090,Chido Obi-Martin,MUN,C. Obi-Martin,MUN 1<br/>@WHU 1 F,0,0,5
Bournemouth,norberto-murara-neto,https://fantraximg.com/assets/images/logos/sportsteam/epl/Bournemouth.png,063e3,,735,True,['704'],704,G,False,False,False,['704'],110034,Neto,BOU,Neto,BOU 2<br/>@EVE 1 F,0,0,5
Manchester City,ilkay-gundogan,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_City.png,0435t,,631,True,['702'],702,M,False,False,False,['702'],110080,Ilkay Gundogan,MCI,I. Gundogan,FUL<br/>Wed 2:30PM,0,0,4
Chelsea,gabriel-slonina,https://fantraximg.com/assets/images/logos/sportsteam/epl/Chelsea.png,063c2,,821,True,['704'],704,G,False,False,False,['704'],110040,Gabriel Slonina,CHE,G. Slonina,LEE 2<br/>@CHE 2 F,0,0,5
Tottenham Hotspur,antonin-kinsky,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,06r6s,,679,True,['704'],704,G,False,False,False,['704'],110160,Antonin Kinsky,TOT,A. Kinsky,NEW 2<br/>@TOT 1 F,0,0,5
Chelsea,christopher-nkunku,https://fantraximg.com/assets/images/logos/sportsteam/epl/Chelsea.png,06cm0,,742,True,['701'],701,F,False,False,False,['701'],110040,Christopher Nkunku,CHE,C. Nkunku,LEE 2<br/>@CHE 2 F,0,0,5
Chelsea,mamadou-sarr,https://fantraximg.com/assets/images/logos/sportsteam/epl/Chelsea.png,06uzu,,810,True,['703'],703,D,False,False,False,['703'],110040,Mamadou Sarr,CHE,M. Sarr,LEE 2<br/>@CHE 2 F,0,0,5
Sunderland,anthony-patterson,https://fantraximg.com/assets/images/logos/sportsteam/epl/Sunderland.png,06v0d,,763,True,['704'],704,G,False,False,False,['704'],110141,Anthony Patterson,SUN,A. Patterson,LIV<br/>Wed 3:15PM,0,0,4
Brighton,jason-steele,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brighton_and_Hove_Albion.png,04rha,,827,True,['704'],704,G,False,False,False,['704'],110240,Jason Steele,BHA,J. Steele,@AVL<br/>Wed 2:30PM,0,0,4
Liverpool,stefan-bajcetic,https://fantraximg.com/assets/images/logos/sportsteam/epl/Liverpool.png,062p0,,522,True,['702'],702,M,False,False,False,['702'],110070,Stefan Bajcetic,LIV,S. Bajcetic,@SUN<br/>Wed 3:15PM,0,0,4
Manchester City,sverre-nypan,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_City.png,06ys4,,747,True,['702'],702,M,False,False,False,['702'],110080,Sverre Nypan,MCI,S. Nypan,FUL<br/>Wed 2:30PM,0,0,4
Brighton,julio-enciso,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brighton_and_Hove_Albion.png,061xs,,601,True,['702'],702,M,False,False,False,['702'],110240,Julio Enciso,BHA,J. Enciso,@AVL<br/>Wed 2:30PM,0,0,4
Arsenal,karl-hein,https://fantraximg.com/assets/images/logos/sportsteam/epl/Arsenal.png,05oz4,,648,True,['704'],704,G,False,False,False,['704'],110000,Karl Hein,ARS,K. Hein,@BRF Thu<br/>3:00PM<br/>@WOL Wed3:00PM,0,0,4
Liverpool,konstantinos-tsimikas,https://fantraximg.com/assets/images/logos/sportsteam/epl/Liverpool.png,05n3v,,843,True,['703'],703,D,False,False,False,['703'],110070,Konstantinos Tsimikas,LIV,K. Tsimikas,@SUN<br/>Wed 3:15PM,0,0,4
Aston Villa,alysson-edward-franco-da-rocha-dos-santos,https://fantraximg.com/assets/images/logos/sportsteam/epl/Aston_Villa.png,072j3,,878,True,['701'],701,F,False,False,False,['701'],110011,Alysson Edward Franco da Rocha dos Santos,AVL,A. da Rocha dos Santos,BHA<br/>Wed 2:30PM,0,0,4
Brentford,kaye-furo,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brentford.png,072mp,,614,True,['701'],701,F,False,False,False,['701'],110237,Kaye Furo,BRF,K. Furo,ARS<br/>Thu 3:00PM,0,0,4
Everton,mark-travers,https://fantraximg.com/assets/images/logos/sportsteam/epl/Everton.png,04vy4,,840,True,['704'],704,G,False,False,False,['704'],110050,Mark Travers,EVE,M. Travers,BOU 2<br/>@EVE 1 F,0,0,5
Tottenham Hotspur,luka-vuskovic,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,06v0y,,852,True,['703'],703,D,False,False,False,['703'],110160,Luka Vuskovic,TOT,L. Vuskovic,NEW 2<br/>@TOT 1 F,0,0,5
Tottenham Hotspur,mikey-moore,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,06lox,,725,True,['701'],701,F,False,False,False,['701'],110160,Mikey Moore,TOT,M. Moore,NEW 2<br/>@TOT 1 F,0,0,5
Everton,adam-aznou,https://fantraximg.com/assets/images/logos/sportsteam/epl/Everton.png,06zef,,518,True,['703'],703,D,False,False,False,['703'],110050,Adam Aznou,EVE,A. Aznou,BOU 2<br/>@EVE 1 F,0,0,5
Crystal Palace,cheick-doucoure,https://fantraximg.com/assets/images/logos/sportsteam/epl/Crystal_Palace.png,062ot,,593,True,['702'],702,M,False,False,False,['702'],110045,Cheick Doucoure,CRY,C. Doucoure,BUR<br/>Wed 2:30PM,0,0,4
Manchester City,claudio-echeverri,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_City.png,06kyw,,596,True,['702'],702,M,False,False,False,['702'],110080,Claudio Echeverri,MCI,C. Echeverri,FUL<br/>Wed 2:30PM,0,0,4
Nottingham Forest,luca-netz,https://fantraximg.com/assets/images/logos/sportsteam/epl/Nottingham_Forest.png,072zr,,740,True,['703'],703,D,False,False,False,['703'],110105,Luca Netz,NOT,L. Netz,WOL<br/>Wed 2:30PM,0,0,4
Leeds United,harry-gray,https://fantraximg.com/assets/images/logos/sportsteam/epl/Leeds_United2.png,06v03,,628,True,['701'],701,F,False,False,False,['701'],110261,Harry Gray,LEE,H. Gray,LEE 2<br/>@CHE 2 F,0,0,5
Chelsea,mykhailo-mudryk,https://fantraximg.com/assets/images/logos/sportsteam/epl/Chelsea.png,068a1,,732,True,['702'],702,M,False,False,False,['702'],110040,Mykhailo Mudryk,CHE,M. Mudryk,LEE 2<br/>@CHE 2 F,0,0,5
Chelsea,dario-cassia-luis-essugo,https://fantraximg.com/assets/images/logos/sportsteam/epl/Chelsea.png,06uzv,,560,True,['702'],702,M,False,False,False,['702'],110040,Dario Essugo,CHE,Dario Essugo,LEE 2<br/>@CHE 2 F,0,0,5
Arsenal,jakub-kiwior,https://fantraximg.com/assets/images/logos/sportsteam/epl/Arsenal.png,068sd,,680,True,['703'],703,D,False,False,False,['703'],110000,Jakub Kiwior,ARS,J. Kiwior,@BRF Thu<br/>3:00PM<br/>@WOL Wed3:00PM,0,0,4
Chelsea,ben-chilwell,https://fantraximg.com/assets/images/logos/sportsteam/epl/Chelsea.png,03v6t,,563,True,['703'],703,D,False,False,False,['703'],110040,Ben Chilwell,CHE,B. Chilwell,LEE 2<br/>@CHE 2 F,0,0,5
Burnley,connor-roberts,https://fantraximg.com/assets/images/logos/sportsteam/epl/Burnley_3.png,04azm,,789,True,['703'],703,D,False,False,False,['703'],110223,Connor Roberts,BUR,C. Roberts,@CRY<br/>Wed 2:30PM,0,0,4
Bournemouth,luis-sinisterra,https://fantraximg.com/assets/images/logos/sportsteam/epl/Bournemouth.png,062h9,,820,True,['701'],701,F,False,False,False,['701'],110034,Luis Sinisterra,BOU,L. Sinisterra,BOU 2<br/>@EVE 1 F,0,0,5
Brighton,adam-webster,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brighton_and_Hove_Albion.png,056ir,,854,True,['703'],703,D,False,False,False,['703'],110240,Adam Webster,BHA,A. Webster,@AVL<br/>Wed 2:30PM,0,0,4
Burnley,max-weiss,https://fantraximg.com/assets/images/logos/sportsteam/epl/Burnley_3.png,06v6m,,855,True,['704'],704,G,False,False,False,['704'],110223,Max Weiß,BUR,M. Weiß,@CRY<br/>Wed 2:30PM,0,0,4
Liverpool,will-wright,https://fantraximg.com/assets/images/logos/sportsteam/epl/Liverpool.png,06zrt,,872,True,['701'],701,F,False,False,False,['701'],110070,Will Wright,LIV,W. Wright,@SUN<br/>Wed 3:15PM,0,0,4
West Ham United,edson-alvarez,https://fantraximg.com/assets/images/logos/sportsteam/epl/West_Ham_United.png,06f81,,503,True,['702'],702,M,False,False,False,['702'],110175,Edson Alvarez,WHU,E. Alvarez,MUN 1<br/>@WHU 1 F,0,0,5
Manchester United,harry-amass,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_United.png,06l2r,,504,True,['703'],703,D,False,False,False,['703'],110090,Harry Amass,MUN,H. Amass,MUN 1<br/>@WHU 1 F,0,0,5
Crystal Palace,walter-benitez,https://fantraximg.com/assets/images/logos/sportsteam/epl/Crystal_Palace.png,06xze,,531,True,['704'],704,G,False,False,False,['704'],110045,Walter Benítez,CRY,W. Benítez,BUR<br/>Wed 2:30PM,0,0,4
West Ham United,george-earthy,https://fantraximg.com/assets/images/logos/sportsteam/epl/West_Ham_United.png,06dmn,,594,True,['702'],702,M,False,False,False,['702'],110175,George Earthy,WHU,G. Earthy,MUN 1<br/>@WHU 1 F,0,0,5
West Ham United,wes-foderingham,https://fantraximg.com/assets/images/logos/sportsteam/epl/West_Ham_United.png,05n0a,,610,True,['704'],704,G,False,False,False,['704'],110175,Wes Foderingham,WHU,W. Foderingham,MUN 1<br/>@WHU 1 F,0,0,5
Manchester United,diego-leon,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_United.png,06yb8,,699,True,['703'],703,D,False,False,False,['703'],110090,Diego León,MUN,D. León,MUN 1<br/>@WHU 1 F,0,0,5
Manchester City,kalvin-phillips,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_City.png,05n03,,769,True,['702'],702,M,False,False,False,['702'],110080,Kalvin Phillips,MCI,K. Phillips,FUL<br/>Wed 2:30PM,0,0,4
Brentford,hakon-valdimarsson,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brentford.png,06jfe,,849,True,['704'],704,G,False,False,False,['704'],110237,Hakon Valdimarsson,BRF,H. Valdimarsson,ARS<br/>Thu 3:00PM,0,0,4
Manchester City,vitor-de-oliveira-nunes-dos-reis,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_City.png,06r9x,,880,True,['703'],703,D,False,False,False,['703'],110080,Vitor Reis,MCI,Vitor Reis,FUL<br/>Wed 2:30PM,0,0,4
Burnley,zeki-amdouni,https://fantraximg.com/assets/images/logos/sportsteam/epl/Burnley_3.png,06dn2,,505,True,['701'],701,F,False,False,False,['701'],110223,Zeki Amdouni,BUR,Z. Amdouni,@CRY<br/>Wed 2:30PM,0,0,4
Brentford,matthew-cox,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brentford.png,05xtq,,575,True,['704'],704,G,False,False,False,['704'],110237,Matthew Cox,BRF,M. Cox,ARS<br/>Thu 3:00PM,0,0,4
Crystal Palace,matheus-franca-de-oliveira,https://fantraximg.com/assets/images/logos/sportsteam/epl/Crystal_Palace.png,06exa,,613,True,['701'],701,F,False,False,False,['701'],110045,Matheus Franca,CRY,Matheus Franca,BUR<br/>Wed 2:30PM,0,0,4
Manchester United,tom-heaton,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_United.png,03dwz,,646,True,['704'],704,G,False,False,False,['704'],110090,Tom Heaton,MUN,T. Heaton,MUN 1<br/>@WHU 1 F,0,0,5
Liverpool,armin-pecsi,https://fantraximg.com/assets/images/logos/sportsteam/epl/Liverpool.png,06v04,,778,True,['704'],704,G,False,False,False,['704'],110070,Armin Pécsi,LIV,A. Pécsi,@SUN<br/>Wed 3:15PM,0,0,4
Tottenham Hotspur,brandon-austin,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,04gyd,,516,True,['704'],704,G,False,False,False,['704'],110160,Brandon Austin,TOT,B. Austin,NEW 2<br/>@TOT 1 F,0,0,5
Leeds United,patrick-bamford,https://fantraximg.com/assets/images/logos/sportsteam/epl/Leeds_United2.png,03ek4,,524,True,['701'],701,F,False,False,False,['701'],110261,Patrick Bamford,LEE,P. Bamford,LEE 2<br/>@CHE 2 F,0,0,5
Wolverhampton,daniel-bentley,https://fantraximg.com/assets/images/logos/sportsteam/epl/Wolverhampton_Wanderers.png,02lo6,,529,True,['704'],704,G,False,False,False,['704'],110191,Daniel Bentley,WOL,D. Bentley,@NOT Wed<br/>2:30PM<br/>ARS Wed3:00PM,0,0,4
Fulham,benjamin-lecomte,https://fantraximg.com/assets/images/logos/sportsteam/epl/Fulham.png,06zbw,,695,True,['704'],704,G,False,False,False,['704'],110063,Benjamin Lecomte,FUL,B. Lecomte,@MCI<br/>Wed 2:30PM,0,0,4
